code,name,market,ticker,as_of,beta60,alpha60,er60,beta120,alpha120,er120,beta240,alpha240,er240
5016,松和工業股份有限公司,OTC,5016.TWO,2026-08-26,0.0991,0.1982,-0.0212,0.2585,0.0284,0.203,0.2249,-0.0214,0.1322
5201,凱衛資訊股份有限公司,OTC,5201.TWO,2026-08-26,0.1363,-0.1899,-0.0348,0.0666,-0.8063,0.0634,0.1342,-0.3448,0.085
5202,力新國際科技股份有限公司,OTC,5202.TWO,2026-08-26,0.3388,0.0254,-0.1088,0.3435,-0.411,0.2648,0.4329,-0.7689,0.2407
5205,中茂能資系統整合科技(股)公司,OTC,5205.TWO,2026-08-26,0.0448,-0.4885,-0.0014,0.0695,-0.6764,0.0655,0.0816,-0.4609,0.0575
5206,坤悅開發股份有限公司,OTC,5206.TWO,2026-08-26,0.0676,0.8753,-0.0097,0.1109,-0.233,0.0956,0.1154,-0.3313,0.0752
5209,新鼎系統股份有限公司,OTC,5209.TWO,2026-08-26,0.1774,0.0588,-0.0498,0.1951,-0.0536,0.1569,0.217,0.01,0.1281
5210,寶碩財務科技股份有限公司,OTC,5210.TWO,2026-08-26,0.3413,0.288,-0.1097,0.2743,0.6072,0.2145,0.2613,0.0059,0.1512
5211,蒙恬科技股份有限公司,OTC,5211.TWO,2026-08-26,0.2407,0.4612,-0.0729,0.2247,-0.4154,0.1784,0.2232,-0.439,0.1314
5212,凌網科技股份有限公司,OTC,5212.TWO,2026-08-26,0.0613,0.0194,-0.0074,0.0648,-0.1248,0.0621,0.0797,0.0318,0.0565
5213,亞昕國際開發股份有限公司,OTC,5213.TWO,2026-08-26,0.1142,-0.4126,-0.0267,0.1614,-0.1531,0.1324,0.1736,-0.1068,0.1055
5220,萬達光電科技股份有限公司,OTC,5220.TWO,2026-08-26,0.231,-0.5133,-0.0694,0.2929,-0.0658,0.228,0.337,-0.1869,0.1907
5223,安力國際股份有限公司,OTC,5223.TWO,2026-08-26,0.3345,-0.1946,-0.1072,0.2726,-0.6284,0.2132,0.2806,-0.206,0.1613
5227,蓋曼群島商立凱電能科技(股)公司,OTC,5227.TWO,2026-08-26,0.5032,1.4975,-0.1688,0.3394,0.4579,0.2618,0.3422,0.0179,0.1934
5228,鈺鎧科技股份有限公司,OTC,5228.TWO,2026-08-26,1.0415,-1.2984,-0.3655,0.8989,0.914,0.6687,0.9197,0.7588,0.4944
5230,雷笛克光學股份有限公司,OTC,5230.TWO,2026-08-26,0.4269,0.6239,-0.141,0.3716,0.1775,0.2852,0.4457,-0.1733,0.2473
5245,智晶光電股份有限公司,OTC,5245.TWO,2026-08-26,0.3255,-0.5509,-0.1039,0.3962,-0.4609,0.3031,0.4164,-0.3573,0.2321
5251,天鉞電子股份有限公司,OTC,5251.TWO,2026-08-26,0.5029,-0.2889,-0.1687,0.5285,-0.7281,0.3993,0.5547,-0.9582,0.3042
5263,智崴資訊科技股份有限公司,OTC,5263.TWO,2026-08-26,0.2729,-0.2751,-0.0847,0.3607,-0.3126,0.2773,0.3699,-0.1013,0.2078
5272,笙科電子股份有限公司,OTC,5272.TWO,2026-08-26,0.7103,-0.7922,-0.2445,0.7369,-0.9613,0.5509,0.7534,-0.5429,0.4077
5274,信驊科技股份有限公司,OTC,5274.TWO,2026-08-26,1.2255,0.416,-0.4327,1.2672,0.7782,0.9365,1.2734,0.8285,0.6788
5276,達輝股份有限公司,OTC,5276.TWO,2026-08-26,0.2041,0.0293,-0.0596,0.1033,0.5191,0.0901,0.1373,0.2232,0.0866
5278,尚凡國際創新科技股份有限公司,OTC,5278.TWO,2026-08-26,0.2133,0.6326,-0.0629,0.1376,-0.1923,0.1151,0.2422,-0.513,0.1413
5287,數字科技股份有限公司,OTC,5287.TWO,2026-08-26,0.1348,0.3109,-0.0342,0.1146,-0.0984,0.0983,0.1125,-0.1615,0.0736
5289,宜鼎國際股份有限公司,OTC,5289.TWO,2026-08-26,1.2008,-0.2814,-0.4237,1.351,0.8522,0.9975,1.4318,1.2531,0.7614
5291,邑昇實業股份有限公司,OTC,5291.TWO,2026-08-26,0.9539,-0.1452,-0.3335,0.7757,0.1135,0.5791,0.9084,0.6877,0.4886
5299,杰力科技股份有限公司,OTC,5299.TWO,2026-08-26,0.8003,0.1215,-0.2774,0.7248,0.3936,0.5421,0.756,0.0832,0.4091
5301,寶得利國際股份有限公司,OTC,5301.TWO,2026-08-26,0.0864,-0.4909,-0.0166,0.042,-1.1721,0.0455,0.0451,-0.6331,0.0385
5302,太欣半導體股份有限公司,OTC,5302.TWO,2026-08-26,0.6113,0.2196,-0.2083,0.5469,-0.3876,0.4127,0.6173,-0.0508,0.3368
5309,系統電子工業股份有限公司,OTC,5309.TWO,2026-08-26,0.9716,-0.9551,-0.34,0.8808,-0.7014,0.6555,0.9419,-0.446,0.506
5310,天剛資訊股份有限公司,OTC,5310.TWO,2026-08-26,0.0596,0.0576,-0.0068,0.1328,-0.219,0.1116,0.2033,-0.6191,0.121
5312,寶島光學科技股份有限公司,OTC,5312.TWO,2026-08-26,0.1599,0.3318,-0.0434,0.1332,-0.032,0.1119,0.1885,-0.213,0.1133
5314,世紀民生科技股份有限公司,OTC,5314.TWO,2026-08-26,0.7977,3.9524,-0.2764,0.6486,0.9936,0.4867,0.7267,0.4882,0.3938
5315,光聯科技股份有限公司,OTC,5315.TWO,2026-08-26,0.2433,-0.2464,-0.0739,0.2956,-0.382,0.23,0.3047,-0.1465,0.1738
5321,美而快國際股份有限公司,OTC,5321.TWO,2026-08-26,0.2509,1.9498,-0.0767,0.2321,2.5803,0.1838,0.2399,0.8346,0.1401
5324,士林開發股份有限公司,OTC,5324.TWO,2026-08-26,0.0852,0.1746,-0.0161,0.0863,0.3849,0.0778,0.0818,0.1196,0.0576
5328,華容股份有限公司,OTC,5328.TWO,2026-08-26,1.0317,2.703,-0.3619,1.0094,1.5212,0.749,1.0792,1.331,0.5776
5340,建榮工業材料股份有限公司,OTC,5340.TWO,2026-08-26,1.2737,-0.3783,-0.4503,1.2818,-1.1351,0.9471,1.3487,-0.0357,0.7181
5344,立衛科技股份有限公司,OTC,5344.TWO,2026-08-26,0.5432,-0.3915,-0.1835,0.3984,-0.1893,0.3047,0.443,-0.3906,0.2459
5345,馥鴻建設股份有限公司,OTC,5345.TWO,2026-08-26,0.4346,0.3199,-0.1438,0.2191,0.0822,0.1743,0.2425,0.1482,0.1414
5347,世界先進積體電路股份有限公司,OTC,5347.TWO,2026-08-26,1.1858,0.1292,-0.4182,1.1791,0.0213,0.8724,1.1591,0.1202,0.6192
5348,正能量智能股份有限公司,OTC,5348.TWO,2026-08-26,-0.3519,0.292,0.1436,-0.2264,0.2077,-0.1496,-0.173,0.005,-0.0752
5351,鈺創科技股份有限公司,OTC,5351.TWO,2026-08-26,1.3112,1.9757,-0.464,1.3025,1.24,0.9622,1.3967,0.8796,0.7431
5353,台林電通股份有限公司,OTC,5353.TWO,2026-08-26,0.4499,-0.1828,-0.1494,0.3548,0.2219,0.273,0.3772,-0.0142,0.2116
5355,佳總興業股份有限公司,OTC,5355.TWO,2026-08-26,0.4645,-0.0064,-0.1547,0.4373,-0.6119,0.333,0.5037,-0.6836,0.2776
5356,協益電子股份有限公司,OTC,5356.TWO,2026-08-26,0.1359,0.174,-0.0346,0.1688,0.1426,0.1378,0.2068,0.0045,0.1228
5364,力麗觀光開發股份有限公司,OTC,5364.TWO,2026-08-26,0.2269,-0.0561,-0.0679,0.198,-0.9447,0.159,0.211,-0.9574,0.125
5371,中強光電股份有限公司,OTC,5371.TWO,2026-08-26,0.9369,1.1523,-0.3273,0.8112,-0.3015,0.6049,0.9254,-0.694,0.4974
5381,光譜電工股份有限公司,OTC,5381.TWO,2026-08-26,0.4779,0.1491,-0.1596,0.481,-0.5944,0.3648,0.6058,-0.4006,0.3308
5386,青雲國際科技股份有限公司,OTC,5386.TWO,2026-08-26,0.9017,-1.3978,-0.3144,1.147,0.7271,0.8491,1.0237,1.5393,0.5487
5392,能率創新股份有限公司,OTC,5392.TWO,2026-08-26,0.7376,0.3076,-0.2545,0.7672,-0.0144,0.5729,0.8628,-0.1667,0.4648
5398,慕康生技醫藥股份有限公司,OTC,5398.TWO,2026-08-26,0.1658,-0.5253,-0.0456,0.0975,-0.9635,0.0859,0.1124,-0.427,0.0736
5403,中菲電腦股份有限公司,OTC,5403.TWO,2026-08-26,0.0775,0.2262,-0.0133,0.093,-0.2683,0.0826,0.0955,-0.2787,0.0648
5410,國眾電腦股份有限公司,OTC,5410.TWO,2026-08-26,0.4838,0.0177,-0.1618,0.4059,0.3911,0.3102,0.3984,0.0843,0.2227
5425,台灣半導體股份有限公司,OTC,5425.TWO,2026-08-26,1.5552,0.6648,-0.5532,1.1886,0.7329,0.8794,1.2396,0.2995,0.6612
5426,振發實業股份有限公司,OTC,5426.TWO,2026-08-26,0.7326,1.9847,-0.2526,0.6055,0.5608,0.4553,0.6499,-0.0368,0.3538
5432,新門科技股份有限公司,OTC,5432.TWO,2026-08-26,0.6348,0.6616,-0.2169,0.5367,-0.1734,0.4053,0.5957,-0.1301,0.3255
5438,東友科技股份有限公司,OTC,5438.TWO,2026-08-26,0.4622,-0.2139,-0.1539,0.4866,-0.6238,0.3689,0.5748,-0.404,0.3146
5439,高技企業股份有限公司,OTC,5439.TWO,2026-08-26,1.1046,-1.0947,-0.3886,1.2308,-0.7352,0.91,1.2828,-0.6689,0.6837
5443,均豪精密工業股份有限公司,OTC,5443.TWO,2026-08-26,1.16,-0.0557,-0.4088,1.0993,-0.1462,0.8144,1.1179,-0.2805,0.5978
5450,南良國際股份有限公司,OTC,5450.TWO,2026-08-26,-0.1,0.9234,0.0515,-0.0535,0.2961,-0.0239,0.0446,0.2087,0.0383
5452,佶優科技股份有限公司,OTC,5452.TWO,2026-08-26,1.005,-0.4305,-0.3522,1.0115,-0.8417,0.7506,1.0375,-0.3,0.5559
5455,昇益開發股份有限公司,OTC,5455.TWO,2026-08-26,0.0897,0.836,-0.0178,-0.0012,0.1797,0.0141,0.0329,-0.0067,0.0322
5457,宣德科技股份有限公司,OTC,5457.TWO,2026-08-26,0.6215,0.1281,-0.2121,0.6633,-0.672,0.4974,0.6762,-0.7044,0.3675
5460,同協電子股份有限公司,OTC,5460.TWO,2026-08-26,0.4644,0.744,-0.1547,0.3338,0.0704,0.2577,0.3579,-0.098,0.2016
5464,霖宏科技股份有限公司,OTC,5464.TWO,2026-08-26,1.1306,0.4286,-0.3981,0.8892,1.7285,0.6616,0.7594,0.8847,0.4109
5465,富驊企業股份有限公司,OTC,5465.TWO,2026-08-26,0.3669,-0.0503,-0.119,0.3664,-0.3384,0.2814,0.4522,-0.6212,0.2507
5468,凱鈺科技股份有限公司,OTC,5468.TWO,2026-08-26,0.9554,2.181,-0.334,0.8429,0.6347,0.628,0.7246,0.2839,0.3927
5474,聰泰科技開發股份有限公司,OTC,5474.TWO,2026-08-26,0.6834,-0.6661,-0.2347,0.7152,-0.175,0.5351,0.7433,-0.4996,0.4025
5475,德宏工業股份有限公司,OTC,5475.TWO,2026-08-26,1.4309,-1.0784,-0.5078,1.4965,-0.5288,1.1033,1.6323,1.1164,0.8659
5478,智冠科技股份有限公司,OTC,5478.TWO,2026-08-26,0.1361,0.0083,-0.0347,0.1802,-0.0208,0.146,0.2024,-0.0679,0.1205
5481,新華泰富股份有限公司,OTC,5481.TWO,2026-08-26,0.2035,0.9557,-0.0593,0.187,-0.1166,0.151,0.2098,-0.1956,0.1244
5483,中美矽晶製品股份有限公司,OTC,5483.TWO,2026-08-26,1.3907,1.2138,-0.4931,1.3399,0.4161,0.9894,1.3381,0.0831,0.7126
5487,通泰積體電路股份有限公司,OTC,5487.TWO,2026-08-26,0.2833,0.4027,-0.0885,0.1726,-0.0085,0.1405,0.1687,-0.119,0.1029
5488,松普科技股份有限公司,OTC,5488.TWO,2026-08-26,0.6575,0.1077,-0.2252,0.5192,0.256,0.3926,0.4933,0.0071,0.2722
5489,彩富電子股份有限公司,OTC,5489.TWO,2026-08-26,0.5982,0.863,-0.2035,0.3998,-0.0279,0.3057,0.3512,-0.0828,0.1981
5490,同亨科技股份有限公司,OTC,5490.TWO,2026-08-26,0.5559,0.5134,-0.1881,0.5218,0.045,0.3945,0.5233,-0.0771,0.2878
5493,三聯科技股份有限公司,OTC,5493.TWO,2026-08-26,0.5125,-0.2944,-0.1722,0.5804,-0.3197,0.4371,0.6505,-0.3446,0.3541
5498,凱崴電子股份有限公司,OTC,5498.TWO,2026-08-26,1.2811,-0.0974,-0.453,1.3809,-0.8868,1.0192,1.4451,0.3388,0.7683
5508,永信建設開發股份有限公司,OTC,5508.TWO,2026-08-26,0.1724,0.8902,-0.048,0.2236,0.0371,0.1776,0.2748,-0.352,0.1583
5511,德昌營造股份有限公司,OTC,5511.TWO,2026-08-26,0.0732,1.0857,-0.0117,0.1003,0.6567,0.0879,0.1218,0.3891,0.0785
5512,力麒建設股份有限公司,OTC,5512.TWO,2026-08-26,0.1759,0.3032,-0.0493,0.143,-0.1234,0.119,0.1707,-0.167,0.104
5514,三豐建設股份有限公司,OTC,5514.TWO,2026-08-26,0.0378,0.2065,0.0012,0.0571,-0.2165,0.0565,0.0641,-0.2279,0.0484
5516,雙喜營造股份有限公司,OTC,5516.TWO,2026-08-26,0.227,0.8414,-0.0679,0.1266,-0.3037,0.1071,0.1638,-0.1747,0.1004
5520,力泰建設企業股份有限公司,OTC,5520.TWO,2026-08-26,0.0765,0.1391,-0.0129,0.034,0.0564,0.0397,0.0419,-0.0582,0.0368
5523,豐謙建設股份有限公司,OTC,5523.TWO,2026-08-26,0.0162,-0.0148,0.0091,0.022,-0.0237,0.031,0.0194,0.0053,0.0251
5529,鉅陞國際開發股份有限公司,OTC,5529.TWO,2026-08-26,0.1534,-0.078,-0.041,0.0692,-0.3607,0.0653,0.1178,-0.2359,0.0764
5530,龍巖股份有限公司,OTC,5530.TWO,2026-08-26,0.2594,0.277,-0.0798,0.2479,-0.1377,0.1953,0.3221,-0.2114,0.1829
5536,聖暉工程科技股份有限公司,OTC,5536.TWO,2026-08-26,0.9787,-0.0445,-0.3426,0.8272,0.2456,0.6165,0.8478,-0.199,0.457
5543,桓鼎股份有限公司,OTC,5543.TWO,2026-08-26,0.0665,-0.4959,-0.0093,0.1099,0.139,0.0949,0.1554,0.2592,0.096
5547,久舜營造股份有限公司,OTC,5547.TWO,2026-08-26,0.0236,0.2351,0.0064,0.0532,0.0496,0.0537,0.076,-0.0771,0.0546
5548,安倉營造股份有限公司,OTC,5548.TWO,2026-08-26,0.0258,0.029,0.0056,0.0208,0.0721,0.0301,0.0514,-0.025,0.0418
5601,臺聯貨櫃通運股份有限公司,OTC,5601.TWO,2026-08-26,0.0863,-0.1169,-0.0165,0.0709,-0.4085,0.0666,0.0527,-0.2324,0.0425
5603,陸海股份有限公司,OTC,5603.TWO,2026-08-26,0.0879,-0.0351,-0.0171,0.0454,-0.4047,0.048,0.0361,-0.3311,0.0338
5604,中連誠企業股份有限公司,OTC,5604.TWO,2026-08-26,0.0755,0.0184,-0.0126,0.0669,-0.3228,0.0637,0.0517,-0.1715,0.042
5609,中菲行國際物流股份有限公司,OTC,5609.TWO,2026-08-26,0.0963,0.1738,-0.0202,0.1214,0.0675,0.1033,0.1214,-0.0049,0.0783
5701,劍湖山世界股份有限公司,OTC,5701.TWO,2026-08-26,0.1976,0.1422,-0.0572,0.1122,0.3215,0.0966,0.0959,-0.1011,0.065
5703,亞都麗緻大飯店股份有限公司,OTC,5703.TWO,2026-08-26,-0.0092,0.4516,0.0184,-0.0124,0.2031,0.006,-0.0532,0.041,-0.0127
5704,知本老爺大酒店股份有限公司,OTC,5704.TWO,2026-08-26,0.1167,0.5095,-0.0276,0.0606,0.1619,0.0591,0.1039,-0.2197,0.0692
5864,致和證券股份有限公司,OTC,5864.TWO,2026-08-26,1.0812,0.1046,-0.38,0.9667,0.5725,0.718,0.9738,0.6564,0.5226
5878,台名保險經紀人股份有限公司,OTC,5878.TWO,2026-08-26,-0.0086,-0.2045,0.0181,0.0114,-0.123,0.0233,0.023,-0.1036,0.027
5902,德記洋行股份有限公司,OTC,5902.TWO,2026-08-26,0.0673,0.2555,-0.0096,0.0403,-0.1501,0.0443,0.052,-0.211,0.0421
5903,全家便利商店股份有限公司,OTC,5903.TWO,2026-08-26,0.0175,0.1213,0.0086,0.0173,-0.0374,0.0276,0.0173,-0.0179,0.024
5904,寶雅國際股份有限公司,OTC,5904.TWO,2026-08-26,0.1934,1.5042,-0.0557,0.1915,0.9106,0.1543,0.2226,0.4636,0.131
5905,南仁湖育樂股份有限公司,OTC,5905.TWO,2026-08-26,0.2441,0.1532,-0.0742,0.2788,-0.2245,0.2177,0.303,-0.4667,0.173
6015,宏遠證券股份有限公司,OTC,6015.TWO,2026-08-26,0.7121,-0.5024,-0.2452,0.7175,0.127,0.5368,0.7198,0.1519,0.3902
6016,康和綜合證券股份有限公司,OTC,6016.TWO,2026-08-26,0.7127,-0.8134,-0.2454,0.7421,0.309,0.5547,0.7323,0.3693,0.3967
6020,大展證券股份有限公司,OTC,6020.TWO,2026-08-26,0.3337,-0.485,-0.1069,0.2948,0.0311,0.2294,0.2628,-0.0014,0.152
6021,美好證券股份有限公司,OTC,6021.TWO,2026-08-26,0.6612,0.5342,-0.2266,0.6103,0.2703,0.4588,0.6286,0.4982,0.3427
6023,元大期貨股份有限公司,OTC,6023.TWO,2026-08-26,0.1449,0.0664,-0.0379,0.121,0.0597,0.103,0.1124,0.0935,0.0736
6026,福邦證券股份有限公司,OTC,6026.TWO,2026-08-26,0.5546,0.0019,-0.1876,0.5244,0.0896,0.3963,0.5334,0.13,0.2931
6028,公勝保險經紀人股份有限公司,OTC,6028.TWO,2026-08-26,0.1528,0.8082,-0.0408,0.2145,-0.4659,0.171,0.184,-0.2063,0.1109
6101,寬魚國際股份有限公司,OTC,6101.TWO,2026-08-26,0.3567,-0.0531,-0.1153,0.2492,-0.0491,0.1962,0.228,-0.0382,0.1339
6103,合邦電子股份有限公司,OTC,6103.TWO,2026-08-26,0.2865,0.3123,-0.0897,0.2289,0.2962,0.1815,0.1595,-0.0617,0.0981
6104,創惟科技股份有限公司,OTC,6104.TWO,2026-08-26,0.7389,0.2943,-0.2549,0.7143,-0.1703,0.5344,0.8224,-0.556,0.4437
6109,亞元科技股份有限公司,OTC,6109.TWO,2026-08-26,0.3714,0.1071,-0.1207,0.321,-0.3878,0.2484,0.3716,0.0197,0.2087
6111,光聚晶電聯合股份有限公司,OTC,6111.TWO,2026-08-26,0.2843,-0.6969,-0.0889,0.3612,-0.5876,0.2777,0.389,-0.4945,0.2178
6113,亞矽科技股份有限公司,OTC,6113.TWO,2026-08-26,0.6827,-0.3457,-0.2344,0.7485,-0.1352,0.5593,0.7994,-0.3623,0.4317
6114,久威國際股份有限公司,OTC,6114.TWO,2026-08-26,0.4779,-0.4594,-0.1596,0.4378,-0.5677,0.3334,0.4877,-0.4606,0.2692
6118,建達國際股份有限公司,OTC,6118.TWO,2026-08-26,0.3641,-0.4849,-0.118,0.5054,-0.5775,0.3825,0.6201,-0.7952,0.3383
6121,新普科技股份有限公司,OTC,6121.TWO,2026-08-26,0.4959,0.4449,-0.1662,0.4606,0.3191,0.35,0.4319,-0.1014,0.2402
6122,擎邦國際科技工程股份有限公司,OTC,6122.TWO,2026-08-26,0.2862,0.4331,-0.0896,0.3038,-0.0902,0.2359,0.3808,-0.0498,0.2135
6123,上奇科技股份有限公司,OTC,6123.TWO,2026-08-26,0.1941,0.2039,-0.0559,0.1519,0.0853,0.1255,0.1635,-0.1505,0.1002
6124,業強科技股份有限公司,OTC,6124.TWO,2026-08-26,0.4598,-0.158,-0.153,0.5794,-0.9553,0.4363,0.5053,-0.2061,0.2784
6125,廣運機械工程股份有限公司,OTC,6125.TWO,2026-08-26,0.7574,-1.0778,-0.2617,0.7792,-0.7059,0.5816,0.8485,-0.8196,0.4573
6126,信音企業股份有限公司,OTC,6126.TWO,2026-08-26,0.8263,-0.4412,-0.2869,0.8433,-0.5663,0.6283,0.8241,-0.1879,0.4446
6127,九豪精密陶瓷股份有限公司,OTC,6127.TWO,2026-08-26,1.1552,-0.9456,-0.407,1.0348,0.2784,0.7675,1.0546,0.6453,0.5648
6129,普誠科技股份有限公司,OTC,6129.TWO,2026-08-26,0.8097,-0.4941,-0.2808,0.9221,-0.6167,0.6856,0.9033,-0.4516,0.4859
6130,上亞科技股份有限公司,OTC,6130.TWO,2026-08-26,0.3591,0.939,-0.1162,0.3168,-0.704,0.2454,0.298,-0.4788,0.1703
6134,萬旭電業股份有限公司,OTC,6134.TWO,2026-08-26,0.8765,-0.8885,-0.3052,0.8911,-0.799,0.663,0.9178,-0.2363,0.4935
6138,茂達電子股份有限公司,OTC,6138.TWO,2026-08-26,1.3547,0.2096,-0.4799,1.1791,0.1167,0.8724,1.1101,0.1101,0.5937
6140,訊達電腦股份有限公司,OTC,6140.TWO,2026-08-26,0.5109,-0.4082,-0.1717,0.507,-0.7061,0.3837,0.5504,-1.0132,0.3019
6143,振曜科技股份有限公司,OTC,6143.TWO,2026-08-26,0.4926,-0.1453,-0.165,0.5321,-0.4138,0.4019,0.5841,-0.4664,0.3195
6144,得利影視股份有限公司,OTC,6144.TWO,2026-08-26,0.0653,-0.3088,-0.0089,0.0855,-0.5172,0.0772,0.0046,-0.381,0.0174
6146,耕興股份有限公司,OTC,6146.TWO,2026-08-26,0.2644,-0.3188,-0.0816,0.355,-0.069,0.2732,0.3772,-0.0107,0.2116
6147,頎邦科技股份有限公司,OTC,6147.TWO,2026-08-26,1.7305,-0.6629,-0.6172,1.5716,2.0759,1.1579,1.4495,0.8106,0.7706
6148,驊宏資通股份有限公司,OTC,6148.TWO,2026-08-26,0.4867,-0.1214,-0.1628,0.5572,-0.3745,0.4202,0.6816,-0.9502,0.3703
6150,撼訊科技股份有限公司,OTC,6150.TWO,2026-08-26,0.7014,-0.1064,-0.2412,0.7134,-0.0649,0.5338,0.755,-0.4986,0.4086
6151,晉倫科技股份有限公司,OTC,6151.TWO,2026-08-26,0.5213,-0.6775,-0.1755,0.5763,0.2473,0.4341,0.5834,-0.0668,0.3191
6154,順發電腦股份有限公司,OTC,6154.TWO,2026-08-26,0.1177,0.3609,-0.028,0.0772,0.0908,0.0711,0.0632,0.0111,0.0479
6156,松上電子股份有限公司,OTC,6156.TWO,2026-08-26,0.8511,0.9379,-0.2959,0.741,-0.285,0.5539,0.7669,-0.45,0.4148
6158,禾昌興業股份有限公司,OTC,6158.TWO,2026-08-26,0.2761,-0.2875,-0.0859,0.2075,-0.5268,0.1659,0.2151,-0.5083,0.1271
6160,欣技資訊股份有限公司,OTC,6160.TWO,2026-08-26,0.4875,-0.1968,-0.1631,0.4244,-0.2733,0.3236,0.4912,-0.5953,0.2711
6161,捷波資訊股份有限公司,OTC,6161.TWO,2026-08-26,0.8151,-0.0147,-0.2828,0.6841,0.0998,0.5125,0.6261,0.018,0.3414
6163,華電聯網股份有限公司,OTC,6163.TWO,2026-08-26,0.963,-0.4413,-0.3368,1.1075,-0.9443,0.8204,1.1321,0.3343,0.6052
6167,久正光電股份有限公司,OTC,6167.TWO,2026-08-26,0.5429,-0.1991,-0.1833,0.6344,-0.5167,0.4763,0.6765,-0.4781,0.3677
6169,昱泉國際股份有限公司,OTC,6169.TWO,2026-08-26,0.1141,-0.2752,-0.0267,0.1569,-0.6714,0.1291,0.176,-0.5524,0.1067
6170,統振股份有限公司,OTC,6170.TWO,2026-08-26,0.0986,0.0987,-0.021,0.1248,0.1316,0.1058,0.1616,-0.0656,0.0992
6171,大城地產股份有限公司,OTC,6171.TWO,2026-08-26,0.0945,0.4175,-0.0195,0.0865,-0.2061,0.0779,0.093,-0.2625,0.0635
6173,信昌電子陶瓷股份有限公司,OTC,6173.TWO,2026-08-26,1.7376,0.5231,-0.6198,1.6092,1.7821,1.1852,1.5539,1.1843,0.8251
6174,安碁科技股份有限公司,OTC,6174.TWO,2026-08-26,0.7704,0.6226,-0.2665,0.7908,1.2473,0.5901,0.7458,0.6179,0.4038
6175,立敦科技股份有限公司,OTC,6175.TWO,2026-08-26,0.8742,-0.6707,-0.3044,0.7644,0.8578,0.5709,0.8285,0.3639,0.4469
6179,亞通利大能源股份有限公司,OTC,6179.TWO,2026-08-26,0.6066,1.0789,-0.2066,0.4871,0.0151,0.3692,0.5328,-0.3242,0.2927
6180,遊戲橘子數位科技股份有限公司,OTC,6180.TWO,2026-08-26,-0.0034,0.2471,0.0162,0.0492,-0.2575,0.0508,0.1426,-0.3926,0.0893
6182,合晶科技股份有限公司,OTC,6182.TWO,2026-08-26,1.616,1.5996,-0.5754,1.5565,1.8488,1.1469,1.5468,1.0406,0.8213
6185,幃翔精密股份有限公司,OTC,6185.TWO,2026-08-26,0.328,-0.0891,-0.1048,0.2859,-0.3001,0.2229,0.3303,-0.3781,0.1872
6186,新潤興業股份有限公司,OTC,6186.TWO,2026-08-26,0.1203,-0.1532,-0.029,0.2047,-0.324,0.1639,0.2071,-0.5575,0.123
6187,萬潤科技股份有限公司,OTC,6187.TWO,2026-08-26,1.4515,1.8314,-0.5153,1.3975,1.2579,1.0313,1.3843,0.863,0.7366
6188,廣明光電股份有限公司,OTC,6188.TWO,2026-08-26,0.7171,-0.6466,-0.247,0.7042,-1.0284,0.5271,0.7826,-0.9294,0.423
6190,萬泰科技股份有限公司,OTC,6190.TWO,2026-08-26,1.0139,-0.5904,-0.3554,0.9219,0.3151,0.6854,0.951,-0.0137,0.5108
6194,育富電子股份有限公司,OTC,6194.TWO,2026-08-26,0.1805,-0.3002,-0.0509,0.1874,-0.1217,0.1513,0.2473,-0.1403,0.1439
6195,詩肯股份有限公司,OTC,6195.TWO,2026-08-26,0.1967,0.5495,-0.0569,0.1228,0.2759,0.1043,0.1216,-0.0325,0.0784
6198,瑞築建設股份有限公司,OTC,6198.TWO,2026-08-26,0.2543,0.0037,-0.0779,0.2764,-0.4666,0.216,0.2463,-0.4717,0.1434
6199,天品聯合企業股份有限公司,OTC,6199.TWO,2026-08-26,0.3178,0.3433,-0.1011,0.3737,-0.2081,0.2868,0.4638,-0.2004,0.2568
6203,海韻電子工業股份有限公司,OTC,6203.TWO,2026-08-26,0.2558,-0.4118,-0.0785,0.4422,-0.2874,0.3366,0.4047,-0.2009,0.226
6204,台灣艾華電子工業股份有限公司,OTC,6204.TWO,2026-08-26,0.9979,-0.2974,-0.3496,0.8638,0.1048,0.6432,0.8484,0.0573,0.4573
6207,雷科股份有限公司,OTC,6207.TWO,2026-08-26,1.278,0.5174,-0.4519,0.9772,1.0228,0.7256,1.0063,0.234,0.5396
6208,日揚科技股份有限公司,OTC,6208.TWO,2026-08-26,0.7964,0.0201,-0.276,0.6281,1.0499,0.4718,0.5783,0.3289,0.3165
6210,慶生電子股份有限公司,OTC,6210.TWO,2026-08-26,0.1534,-0.5585,-0.041,0.1117,-0.3227,0.0962,0.1275,-0.0801,0.0815
6212,理銘開發股份有限公司,OTC,6212.TWO,2026-08-26,0.1134,0.626,-0.0264,0.0706,-0.2316,0.0663,0.0899,-0.316,0.0619
6217,中國探針股份有限公司,OTC,6217.TWO,2026-08-26,1.6882,-1.5527,-0.6018,1.7801,0.4248,1.3095,1.7824,0.8494,0.9442
6218,豪勉科技股份有限公司,OTC,6218.TWO,2026-08-26,0.6748,0.5502,-0.2315,0.6014,0.9668,0.4523,0.6742,0.4875,0.3665
6219,富旺國際開發股份有限公司,OTC,6219.TWO,2026-08-26,0.2681,0.2478,-0.0829,0.2816,-0.5361,0.2198,0.2793,-0.5973,0.1606
6220,岳豐科技股份有限公司,OTC,6220.TWO,2026-08-26,0.663,-0.6933,-0.2272,0.5094,-1.1209,0.3854,0.4261,0.2528,0.2371
