code,name,market,ticker,as_of,beta60,alpha60,er60,beta120,alpha120,er120,beta240,alpha240,er240
1101,臺灣水泥股份有限公司,TWSE,1101.TW,2026-08-26,0.2101,0.0882,0.0449,0.3169,-0.2087,0.2591,0.3234,-0.1011,0.2448
1102,亞洲水泥股份有限公司,TWSE,1102.TW,2026-08-26,0.0418,0.4745,0.0209,0.0365,0.1817,0.0431,0.0629,-0.0107,0.0597
1103,嘉新水泥股份有限公司,TWSE,1103.TW,2026-08-26,0.1211,0.1565,0.0322,0.1814,-0.0793,0.1547,0.1778,-0.0847,0.1413
1104,環球水泥股份有限公司,TWSE,1104.TW,2026-08-26,0.0305,0.1139,0.0193,0.0841,-0.069,0.0798,0.1649,-0.1329,0.1322
1108,幸福水泥股份有限公司,TWSE,1108.TW,2026-08-26,0.2351,-0.3645,0.0484,0.1825,-0.4718,0.1556,0.1639,-0.303,0.1315
1109,信大水泥股份有限公司,TWSE,1109.TW,2026-08-26,0.0613,-0.0044,0.0237,0.081,-0.1633,0.0774,0.0841,-0.1295,0.0748
1110,東南水泥股份有限公司,TWSE,1110.TW,2026-08-26,0.3149,0.4572,0.0597,0.2787,-0.0712,0.2297,0.2923,-0.2383,0.2227
1201,味全食品工業股份有限公司,TWSE,1201.TW,2026-08-26,0.0429,0.0574,0.0211,0.0397,-0.2952,0.0456,0.04,-0.2609,0.0434
1203,味王股份有限公司,TWSE,1203.TW,2026-08-26,-0.0327,0.3427,0.0104,0.0455,0.3318,0.0501,0.0769,0.1767,0.0696
1210,大成長城企業股份有限公司,TWSE,1210.TW,2026-08-26,-0.0153,0.2683,0.0128,-0.0528,0.2651,-0.0257,-0.0145,0.0686,0.0047
1213,大西洋飲料股份有限公司,TWSE,1213.TW,2026-08-26,0.2107,-0.6688,0.0449,0.2006,-0.6806,0.1695,0.1476,-0.6367,0.1199
1215,台灣卜蜂企業股份有限公司,TWSE,1215.TW,2026-08-26,-0.0698,-0.4155,0.0051,0.0332,-0.6509,0.0406,0.0347,-0.1504,0.0397
1216,統一企業股份有限公司,TWSE,1216.TW,2026-08-26,-0.1634,0.4289,-0.0082,-0.0817,0.3358,-0.0479,-0.0531,0.0944,-0.0227
1217,愛之味股份有限公司,TWSE,1217.TW,2026-08-26,0.095,0.0622,0.0285,0.0903,-0.0571,0.0846,0.101,-0.1427,0.0868
1218,泰山企業股份有限公司,TWSE,1218.TW,2026-08-26,0.0336,-0.8341,0.0198,0.061,-0.2932,0.062,0.0769,-0.2243,0.0696
1219,福壽實業股份有限公司,TWSE,1219.TW,2026-08-26,0.0577,-0.0897,0.0232,-0.0208,-0.1282,-0.001,-0.0119,-0.0755,0.0065
1220,台榮產業股份有限公司,TWSE,1220.TW,2026-08-26,0.0434,-0.2238,0.0212,0.0175,-0.3223,0.0285,0.0676,-0.2156,0.063
1225,福懋油脂股份有限公司,TWSE,1225.TW,2026-08-26,0.0214,-0.497,0.018,-0.0275,-0.366,-0.0062,0.0344,-0.1037,0.0394
1227,佳格食品股份有限公司,TWSE,1227.TW,2026-08-26,-0.0045,0.3161,0.0144,-0.0008,0.0871,0.0144,0.0449,-0.0174,0.0469
1229,聯華實業控股股份有限公司,TWSE,1229.TW,2026-08-26,0.2309,0.4258,0.0478,0.1778,-0.0615,0.152,0.1517,-0.2019,0.1228
1231,聯華食品工業股份有限公司,TWSE,1231.TW,2026-08-26,0.0846,0.2438,0.027,0.1055,0.1387,0.0963,0.0914,-0.4716,0.0799
1232,大統益股份有限公司,TWSE,1232.TW,2026-08-26,-0.1063,0.5361,-0.0001,-0.0466,0.255,-0.0209,-0.0137,0.135,0.0053
1233,天仁茶業股份有限公司,TWSE,1233.TW,2026-08-26,0.0182,0.1406,0.0176,0.1169,-0.3622,0.1051,0.1132,-0.1444,0.0954
1234,黑松股份有限公司,TWSE,1234.TW,2026-08-26,-0.023,0.0635,0.0117,0.0473,-0.1279,0.0514,0.0637,-0.1609,0.0603
1235,興泰實業股份有限公司,TWSE,1235.TW,2026-08-26,0.098,-0.2577,0.0289,0.3191,-0.4207,0.2608,0.363,-0.4491,0.2729
1236,宏亞食品股份有限公司,TWSE,1236.TW,2026-08-26,0.0371,0.4497,0.0203,0.0618,-0.0716,0.0626,0.0845,0.2224,0.075
1256,鮮活控股股份有限公司,TWSE,1256.TW,2026-08-26,0.5281,-0.3736,0.09,0.5769,0.0329,0.4594,0.4346,0.277,0.3238
1301,台灣塑膠工業股份有限公司,TWSE,1301.TW,2026-08-26,0.8787,0.8932,0.1399,0.6521,0.1851,0.5173,0.6551,0.108,0.4805
1303,南亞塑膠工業股份有限公司,TWSE,1303.TW,2026-08-26,1.8982,2.9632,0.2847,1.5887,1.1532,1.2389,1.4558,0.892,1.0494
1304,台灣聚合化學品股份有限公司,TWSE,1304.TW,2026-08-26,0.6477,-0.1586,0.107,-0.1911,0.3627,-0.1322,-0.0592,0.3564,-0.0271
1305,華夏海灣塑膠股份有限公司,TWSE,1305.TW,2026-08-26,0.6096,-0.1798,0.1016,-0.1871,0.3467,-0.1291,-0.05,0.207,-0.0205
1307,三芳化學工業股份有限公司,TWSE,1307.TW,2026-08-26,0.2671,0.0429,0.053,0.2571,-0.1587,0.2131,0.2987,-0.1277,0.2272
1308,亞洲聚合股份有限公司,TWSE,1308.TW,2026-08-26,0.5035,0.1971,0.0865,-0.2143,0.361,-0.1501,-0.1292,0.3793,-0.0768
1309,台達化學工業股份有限公司,TWSE,1309.TW,2026-08-26,0.6553,-0.7066,0.1081,-0.2677,0.6072,-0.1912,-0.1317,0.4217,-0.0786
1310,台灣苯乙烯工業股份有限公司,TWSE,1310.TW,2026-08-26,1.028,-0.014,0.1611,0.3207,-0.4006,0.2621,0.262,-0.1823,0.2012
1312,國喬石油化學股份有限公司,TWSE,1312.TW,2026-08-26,0.8287,0.3416,0.1328,0.397,-0.1053,0.3208,0.3713,0.1379,0.2788
1313,聯成化學科技股份有限公司,TWSE,1313.TW,2026-08-26,0.609,0.4285,0.1015,0.2109,-0.1764,0.1775,0.1834,0.1209,0.1453
1314,中國石油化學工業開發(股)公司,TWSE,1314.TW,2026-08-26,0.5729,0.5272,0.0964,0.1061,-0.0149,0.0967,0.1203,0.1155,0.1005
1315,達新工業股份有限公司,TWSE,1315.TW,2026-08-26,0.174,0.2419,0.0397,0.1574,0.0536,0.1363,0.1461,-0.0274,0.1188
1316,上曜建設開發股份有限公司,TWSE,1316.TW,2026-08-26,0.2886,0.5058,0.056,0.3119,-0.3773,0.2553,0.2812,-0.2627,0.2148
1319,東陽實業廠股份有限公司,TWSE,1319.TW,2026-08-26,0.1801,0.0313,0.0406,0.2773,-0.2458,0.2286,0.3058,-0.3069,0.2323
1321,大洋塑膠工業股份有限公司,TWSE,1321.TW,2026-08-26,0.1262,0.7175,0.0329,0.1213,-0.0459,0.1084,0.1221,-0.1372,0.1018
1323,永裕塑膠工業股份有限公司,TWSE,1323.TW,2026-08-26,0.1585,0.3034,0.0375,-0.2113,0.6494,-0.1478,-0.1674,0.3097,-0.1039
1324,地球綜合工業股份有限公司,TWSE,1324.TW,2026-08-26,0.2773,-0.1093,0.0544,0.0031,-0.0017,0.0174,0.0581,-0.1448,0.0563
1325,恒大股份有限公司,TWSE,1325.TW,2026-08-26,0.3122,-0.1277,0.0594,0.2424,-0.2464,0.2017,0.2585,-0.2562,0.1987
1326,台灣化學纖維股份有限公司,TWSE,1326.TW,2026-08-26,1.0258,0.6082,0.1608,0.7703,0.3169,0.6084,0.805,0.3419,0.587
1337,亞洲塑膠再生資源控股有限公司,TWSE,1337.TW,2026-08-26,0.4249,-0.2291,0.0754,0.0682,-0.2077,0.0675,0.0716,-0.1156,0.0659
1338,廣華控股有限公司,TWSE,1338.TW,2026-08-26,0.2898,-0.4546,0.0562,0.3661,-0.5247,0.297,0.3419,-0.6274,0.2579
1339,昭輝實業股份有限公司,TWSE,1339.TW,2026-08-26,0.2347,0.1609,0.0483,0.1314,0.1537,0.1162,0.1719,-0.043,0.1371
1340,勝悅新材料有限公司,TWSE,1340.TW,2026-08-26,0.3221,-0.0845,0.0608,0.2313,-0.5913,0.1932,0.2547,-0.2408,0.196
1341,富林塑膠工業(開曼)控股(股)公司,TWSE,1341.TW,2026-08-26,0.2007,0.1257,0.0435,0.1376,0.0739,0.121,0.1293,-0.0365,0.1069
1342,八貫企業股份有限公司,TWSE,1342.TW,2026-08-26,0.0191,0.5423,0.0177,0.1703,0.22,0.1462,0.1891,0.1206,0.1494
1402,遠東新世紀股份有限公司,TWSE,1402.TW,2026-08-26,0.1362,0.7726,0.0344,0.0796,0.1063,0.0763,0.0945,0.0659,0.0821
1409,新光合成纖維股份有限公司,TWSE,1409.TW,2026-08-26,0.777,0.1161,0.1254,0.6478,0.8222,0.514,0.5658,0.2199,0.417
1410,南洋染整股份有限公司,TWSE,1410.TW,2026-08-26,0.1768,-0.1357,0.0401,0.175,-0.6947,0.1498,0.1277,-0.4182,0.1057
1413,宏洲纖維工業股份有限公司,TWSE,1413.TW,2026-08-26,0.1961,0.0308,0.0429,0.1517,-0.1586,0.1319,0.1249,-0.2581,0.1037
1414,東和紡織股份有限公司,TWSE,1414.TW,2026-08-26,0.2081,1.0261,0.0446,0.1819,-0.1759,0.1551,0.1672,-0.0034,0.1338
1416,廣豐實業股份有限公司,TWSE,1416.TW,2026-08-26,0.1187,0.4466,0.0319,0.1358,0.0747,0.1196,0.1251,0.0092,0.1039
1417,嘉裕股份有限公司,TWSE,1417.TW,2026-08-26,0.1742,0.1583,0.0398,0.155,-0.1074,0.1344,0.1249,-0.0782,0.1037
1418,東華龍股份有限公司,TWSE,1418.TW,2026-08-26,0.0511,-0.2388,0.0223,0.1267,-0.1871,0.1126,0.1553,-0.2648,0.1253
1419,新光紡織股份有限公司,TWSE,1419.TW,2026-08-26,0.1024,0.1755,0.0296,0.2342,-0.0087,0.1954,0.1679,0.2105,0.1343
1423,利華羊毛工業股份有限公司,TWSE,1423.TW,2026-08-26,0.0704,-0.2917,0.025,0.1239,-0.0459,0.1104,0.0969,-0.0375,0.0839
1432,大魯閣實業股份有限公司,TWSE,1432.TW,2026-08-26,0.1943,0.0097,0.0426,0.1899,-0.188,0.1613,0.1057,-0.0448,0.0901
1434,福懋興業股份有限公司,TWSE,1434.TW,2026-08-26,0.3949,0.7076,0.0711,0.2889,-0.0384,0.2376,0.3315,-0.0423,0.2505
1435,中福國際(股)公司,TWSE,1435.TW,2026-08-26,0.4692,3.0009,0.0817,0.4454,0.2079,0.3581,0.4413,-0.3512,0.3286
1436,華友聯開發股份有限公司,TWSE,1436.TW,2026-08-26,0.2178,-0.0964,0.0459,0.2239,-0.5845,0.1875,0.2157,-0.6347,0.1683
1437,勤益投資控股股份有限公司,TWSE,1437.TW,2026-08-26,0.108,0.5857,0.0303,0.1048,-0.0539,0.0957,0.1135,0.0539,0.0956
1438,三地開發地產股份有限公司,TWSE,1438.TW,2026-08-26,-0.0794,0.5856,0.0037,0.0592,-0.6654,0.0606,0.0962,-0.5386,0.0834
1439,雋揚國際股份有限公司,TWSE,1439.TW,2026-08-26,0.2211,0.6986,0.0464,0.2363,-0.0207,0.197,0.1835,-0.0638,0.1454
1440,臺南紡織股份有限公司,TWSE,1440.TW,2026-08-26,0.4978,0.3674,0.0857,0.4477,-0.0578,0.3599,0.4203,-0.2187,0.3136
1441,大東紡織股份有限公司,TWSE,1441.TW,2026-08-26,0.0836,-0.1697,0.0269,0.0605,-0.194,0.0616,0.0489,-0.2387,0.0497
1442,名軒開發股份有限公司,TWSE,1442.TW,2026-08-26,-0.0708,0.5549,0.0049,0.1007,0.2036,0.0926,0.2195,-0.6674,0.171
1443,立益物流開發股份有限公司,TWSE,1443.TW,2026-08-26,0.1956,0.0097,0.0428,0.3632,-0.3295,0.2948,0.3129,-0.3507,0.2373
1444,力麗企業股份有限公司,TWSE,1444.TW,2026-08-26,0.3902,0.3985,0.0704,0.3188,0.2256,0.2606,0.2786,-0.0634,0.213
1445,大宇紡織股份有限公司,TWSE,1445.TW,2026-08-26,0.1279,-0.431,0.0332,0.2116,-0.5474,0.178,0.2354,-0.4422,0.1823
1446,宏和精密紡織股份有限公司,TWSE,1446.TW,2026-08-26,0.2671,-0.3612,0.053,0.2893,-0.2642,0.2379,0.2946,-0.5207,0.2243
1447,力鵬企業股份有限公司,TWSE,1447.TW,2026-08-26,0.5898,0.5119,0.0988,0.4526,0.3417,0.3637,0.3574,0.0342,0.269
1449,佳和實業股份有限公司,TWSE,1449.TW,2026-08-26,0.4775,-0.4417,0.0828,0.5181,0.2132,0.4141,0.4767,-0.2,0.3537
1451,年興紡織股份有限公司,TWSE,1451.TW,2026-08-26,0.1162,0.1619,0.0315,0.1487,-0.0922,0.1296,0.1582,-0.0713,0.1274
1452,宏益纖維工業股份有限公司,TWSE,1452.TW,2026-08-26,0.1578,0.4268,0.0374,0.0972,0.0304,0.0899,0.0971,-0.1719,0.084
1453,大將開發股份有限公司,TWSE,1453.TW,2026-08-26,0.2069,0.1074,0.0444,0.1808,-0.2441,0.1543,0.1986,-0.2246,0.1561
1454,台灣富綢纖維股份有限公司,TWSE,1454.TW,2026-08-26,0.1919,-0.1348,0.0423,0.1924,-0.1589,0.1632,0.1845,-0.2175,0.1461
1455,集盛實業股份有限公司,TWSE,1455.TW,2026-08-26,0.1644,0.586,0.0384,0.119,0.4419,0.1067,0.0914,0.1164,0.0799
1456,怡華實業股份有限公司,TWSE,1456.TW,2026-08-26,0.2806,0.541,0.0549,0.2571,0.0256,0.2131,0.2288,0.0728,0.1776
1457,宜進實業股份有限公司,TWSE,1457.TW,2026-08-26,0.14,0.1526,0.0349,0.1006,-0.0314,0.0925,0.1433,-0.1745,0.1168
1459,聯發紡織纖維股份有限公司,TWSE,1459.TW,2026-08-26,0.1395,0.9486,0.0348,0.1091,0.3692,0.099,0.139,0.1533,0.1138
1460,宏遠興業股份有限公司,TWSE,1460.TW,2026-08-26,0.2179,-0.1385,0.046,0.1384,-0.0946,0.1216,0.1474,0.0277,0.1197
1463,強盛新投資控股股份有限公司,TWSE,1463.TW,2026-08-26,0.0147,-0.0429,0.0171,-0.0216,-0.0046,-0.0016,-0.0308,0.0158,-0.0069
1464,得力實業股份有限公司,TWSE,1464.TW,2026-08-26,0.1963,0.1082,0.0429,0.2044,-0.162,0.1725,0.1918,-0.1863,0.1513
1465,偉全實業股份有限公司,TWSE,1465.TW,2026-08-26,0.1509,-0.0297,0.0364,0.158,-0.0953,0.1367,0.1365,-0.1313,0.112
1466,聚隆纖維股份有限公司,TWSE,1466.TW,2026-08-26,0.3419,0.5826,0.0636,0.3516,-0.3764,0.2859,0.3528,-0.1139,0.2657
1467,南緯實業股份有限公司,TWSE,1467.TW,2026-08-26,0.3823,0.6239,0.0693,0.2637,0.1923,0.2181,0.2353,0.0038,0.1822
1468,昶和纖維興業股份有限公司,TWSE,1468.TW,2026-08-26,-0.1896,0.4984,-0.0119,0.0448,0.0454,0.0495,0.1428,-0.0819,0.1165
1470,大統新創股份有限公司,TWSE,1470.TW,2026-08-26,0.1191,0.4727,0.0319,0.2984,-0.0094,0.2449,0.2878,0.0905,0.2195
1471,首利實業股份有限公司,TWSE,1471.TW,2026-08-26,0.3951,-0.8904,0.0711,0.4815,-0.7342,0.3859,0.5473,-0.2826,0.4039
1472,三洋實業股份有限公司,TWSE,1472.TW,2026-08-26,0.0252,0.2207,0.0186,0.0384,0.0992,0.0446,0.0309,0.0255,0.037
1473,台南企業股份有限公司,TWSE,1473.TW,2026-08-26,0.1215,-0.1403,0.0323,0.1738,-0.4753,0.1489,0.1463,-0.2735,0.119
1474,弘裕企業股份有限公司,TWSE,1474.TW,2026-08-26,0.1213,0.0581,0.0322,0.1246,-0.043,0.111,0.1258,-0.2406,0.1044
1475,台灣業旺股份有限公司,TWSE,1475.TW,2026-08-26,0.1014,0.2619,0.0294,0.1926,-0.2186,0.1634,0.1785,-0.3022,0.1418
1476,儒鴻企業股份有限公司,TWSE,1476.TW,2026-08-26,0.0265,-0.226,0.0188,0.2034,-0.4384,0.1717,0.1775,-0.2941,0.1411
1477,聚陽實業股份有限公司,TWSE,1477.TW,2026-08-26,0.1024,-0.3723,0.0296,0.2409,-0.9355,0.2006,0.1185,-0.2769,0.0992
1503,士林電機廠股份有限公司,TWSE,1503.TW,2026-08-26,0.8979,-0.2617,0.1426,0.9527,-0.5392,0.7489,1.0065,-0.5095,0.7302
1504,東元電機股份有限公司,TWSE,1504.TW,2026-08-26,1.0013,-0.2931,0.1573,1.0014,-0.581,0.7864,1.1226,-0.5921,0.8127
1506,正道工業股份有限公司,TWSE,1506.TW,2026-08-26,0.083,0.0626,0.0268,0.1085,-0.2421,0.0986,0.1342,-0.4031,0.1104
1512,瑞利企業股份有限公司,TWSE,1512.TW,2026-08-26,0.1646,-0.1389,0.0384,0.165,-0.2812,0.1421,0.2063,-0.2494,0.1616
1513,中興電工機械股份有限公司,TWSE,1513.TW,2026-08-26,0.7475,0.0557,0.1212,0.7199,-0.2808,0.5696,0.7368,-0.4383,0.5385
1514,亞力電機股份有限公司,TWSE,1514.TW,2026-08-26,0.9037,-0.7237,0.1434,0.91,-0.7291,0.716,0.9024,-0.5461,0.6562
1515,力山工業股份有限公司,TWSE,1515.TW,2026-08-26,0.9147,2.4605,0.145,0.6364,0.5743,0.5053,0.6099,-0.1181,0.4484
1516,川飛能源股份有限公司,TWSE,1516.TW,2026-08-26,0.3344,-1.3894,0.0625,0.2973,-0.9764,0.244,0.1595,0.033,0.1283
1517,利奇機械工業股份有限公司,TWSE,1517.TW,2026-08-26,0.1488,0.5262,0.0361,0.1471,-0.1255,0.1283,0.1916,0.0488,0.1511
1519,華城電機股份有限公司,TWSE,1519.TW,2026-08-26,0.9314,-0.3648,0.1473,0.9946,-0.9296,0.7812,0.9994,-0.3222,0.7251
1521,大億交通工業製造股份有限公司,TWSE,1521.TW,2026-08-26,0.2242,-0.2904,0.0469,0.1839,-0.0138,0.1567,0.226,-0.0424,0.1756
1522,堤維西交通工業股份有限公司,TWSE,1522.TW,2026-08-26,0.3921,-0.4686,0.0707,0.4772,-0.9744,0.3826,0.4033,-0.592,0.3016
1524,耿鼎企業股份有限公司,TWSE,1524.TW,2026-08-26,0.4629,-0.7649,0.0808,0.3849,-0.2044,0.3115,0.3986,-0.2667,0.2982
1525,江申工業股份有限公司,TWSE,1525.TW,2026-08-26,0.0495,0.0049,0.022,0.1623,0.1623,0.14,0.1604,-0.0784,0.129
1526,日馳企業股份有限公司,TWSE,1526.TW,2026-08-26,-0.213,0.6342,-0.0153,-0.04,-0.1753,-0.0158,0.0548,-0.0281,0.0539
1527,鑽全實業股份有限公司,TWSE,1527.TW,2026-08-26,0.1124,0.091,0.031,0.1042,0.0237,0.0953,0.128,-0.0146,0.106
1528,恩德科技股份有限公司,TWSE,1528.TW,2026-08-26,0.9407,-1.5402,0.1487,0.7375,-0.6961,0.5831,0.6639,-0.2602,0.4867
1529,樂事綠能科技股份有限公司,TWSE,1529.TW,2026-08-26,0.578,-0.7343,0.0971,0.5794,-0.8456,0.4613,0.6336,-0.7204,0.4652
1530,亞崴機電股份有限公司,TWSE,1530.TW,2026-08-26,0.2167,-0.2386,0.0458,0.1826,0.222,0.1557,0.1651,0.0609,0.1323
1531,高林股份有限公司,TWSE,1531.TW,2026-08-26,0.095,0.2393,0.0285,0.1409,0.1651,0.1235,0.1763,-0.0135,0.1403
1532,勤美股份有限公司,TWSE,1532.TW,2026-08-26,0.1023,0.403,0.0295,0.1952,-0.0638,0.1654,0.2127,-0.1772,0.1661
1533,車王電子股份有限公司,TWSE,1533.TW,2026-08-26,0.4254,-0.9614,0.0754,0.3645,-0.0624,0.2958,0.3971,-0.1565,0.2972
1535,中宇環保工程股份有限公司,TWSE,1535.TW,2026-08-26,0.0486,-0.0675,0.0219,0.0615,-0.0523,0.0624,0.0893,-0.1839,0.0785
1536,和大工業股份有限公司,TWSE,1536.TW,2026-08-26,0.6774,-0.3133,0.1113,0.6746,-0.6333,0.5347,0.7522,-0.8597,0.5495
1537,廣隆光電科技股份有限公司,TWSE,1537.TW,2026-08-26,0.071,0.0161,0.0251,0.056,0.023,0.0581,0.0582,-0.0656,0.0564
1538,正峰工業股份有限公司,TWSE,1538.TW,2026-08-26,0.0818,-1.0262,0.0266,0.021,-1.7472,0.0312,0.0904,-1.1513,0.0792
1539,巨庭機械股份有限公司,TWSE,1539.TW,2026-08-26,0.2839,-0.1622,0.0553,0.3625,-0.458,0.2943,0.3543,-0.3795,0.2667
1540,喬福機械工業股份有限公司,TWSE,1540.TW,2026-08-26,0.4868,-0.4301,0.0842,0.414,-0.4551,0.3339,0.4748,-0.6059,0.3524
1541,錩泰工業股份有限公司,TWSE,1541.TW,2026-08-26,0.392,-0.0233,0.0707,0.4036,-0.4594,0.3259,0.389,-0.3719,0.2914
1558,伸興工業股份有限公司,TWSE,1558.TW,2026-08-26,0.0387,0.713,0.0205,0.0602,0.2392,0.0614,0.0677,0.0877,0.0631
1560,中國砂輪企業股份有限公司,TWSE,1560.TW,2026-08-26,1.4017,-0.1822,0.2142,1.3376,-0.0277,1.0454,1.262,-0.0595,0.9117
1563,巧新科技工業股份有限公司,TWSE,1563.TW,2026-08-26,0.7412,-0.0256,0.1203,0.5766,0.6863,0.4592,0.4972,0.0693,0.3683
1568,倉佑實業股份有限公司,TWSE,1568.TW,2026-08-26,1.0683,-2.195,0.1668,0.9027,0.2215,0.7104,0.7605,-0.1489,0.5554
1582,信錦企業股份有限公司,TWSE,1582.TW,2026-08-26,0.7742,-1.6418,0.125,0.6677,-0.43,0.5294,0.5175,-0.1833,0.3827
1583,程泰機械股份有限公司,TWSE,1583.TW,2026-08-26,0.2982,-0.2761,0.0574,0.2943,0.1135,0.2417,0.2475,-0.0907,0.1909
1587,吉茂精密股份有限公司,TWSE,1587.TW,2026-08-26,0.5257,-1.0239,0.0897,0.4716,-1.2917,0.3783,0.5196,-0.5612,0.3842
1589,永冠能源科技集團有限公司,TWSE,1589.TW,2026-08-26,0.0,0.0,0.015,0.0021,-0.906,0.0166,0.1301,-1.434,0.1074
1590,亞德客國際集團,TWSE,1590.TW,2026-08-26,0.6018,0.4768,0.1005,0.6746,0.2281,0.5347,0.6263,0.3197,0.46
1597,直得科技股份有限公司,TWSE,1597.TW,2026-08-26,1.4336,-1.1741,0.2187,1.2463,0.6472,0.9751,1.1207,-0.1949,0.8113
1598,岱宇國際股份有限公司,TWSE,1598.TW,2026-08-26,0.0966,0.1203,0.0287,0.1606,0.1407,0.1387,0.1599,-0.0735,0.1286
1603,中華電線電纜股份有限公司,TWSE,1603.TW,2026-08-26,0.4659,0.0995,0.0812,0.4845,-0.5645,0.3882,0.4917,-0.4986,0.3644
1604,聲寶股份有限公司,TWSE,1604.TW,2026-08-26,0.0161,0.0299,0.0173,0.0517,0.031,0.0548,0.059,-0.0358,0.0569
1605,華新麗華股份有限公司,TWSE,1605.TW,2026-08-26,1.3932,0.0091,0.213,1.3448,-0.4255,1.051,1.3144,-0.196,0.949
1608,華榮電線電纜股份有限公司,TWSE,1608.TW,2026-08-26,0.8413,0.5965,0.1345,0.7493,-0.0997,0.5922,0.7728,-0.1494,0.5641
1609,大亞電線電纜股份有限公司,TWSE,1609.TW,2026-08-26,0.8589,-0.0324,0.137,0.812,-0.4774,0.6405,0.8139,-0.609,0.5933
1611,中國電器股份有限公司,TWSE,1611.TW,2026-08-26,0.4781,-0.1315,0.0829,0.4622,-0.276,0.3711,0.4122,-0.3019,0.3079
1612,宏泰電工股份有限公司,TWSE,1612.TW,2026-08-26,0.4561,-0.0457,0.0798,0.4187,-0.0914,0.3375,0.4161,-0.2882,0.3107
1614,台灣三洋電機股份有限公司,TWSE,1614.TW,2026-08-26,0.1554,-0.045,0.0371,0.2062,-0.2704,0.1738,0.1971,-0.2963,0.1551
1615,大山電線電纜股份有限公司,TWSE,1615.TW,2026-08-26,0.1752,0.3485,0.0399,0.2971,-0.133,0.2439,0.3072,-0.2529,0.2333
1616,億泰電線電纜股份有限公司,TWSE,1616.TW,2026-08-26,0.5538,-0.2798,0.0937,0.4712,-0.8671,0.378,0.5195,-0.9686,0.3841
1617,榮星電線工業股份有限公司,TWSE,1617.TW,2026-08-26,0.9773,0.4389,0.1539,0.773,0.0122,0.6105,0.6702,-0.2195,0.4912
1618,合機電線電纜股份有限公司,TWSE,1618.TW,2026-08-26,0.6594,-0.1586,0.1087,0.623,-0.503,0.4949,0.6503,-0.5857,0.4771
1623,大東電業廠股份有限公司,TWSE,1623.TW,2026-08-26,0.5421,-0.7537,0.092,0.5828,-0.3116,0.464,0.5684,-0.4134,0.4189
1626,艾美特(開曼)國際有限公司,TWSE,1626.TW,2026-08-26,0.3211,-0.0985,0.0606,0.2568,-0.3329,0.2128,0.2858,-0.3939,0.2181
1702,南僑投資控股股份有限公司,TWSE,1702.TW,2026-08-26,-0.0349,0.305,0.01,0.0394,-0.1767,0.0454,0.0543,-0.1677,0.0536
1707,葡萄王生技股份有限公司,TWSE,1707.TW,2026-08-26,-0.0117,-0.2811,0.0133,0.0583,-0.545,0.0599,0.094,-0.3642,0.0818
1708,東南實業股份有限公司,TWSE,1708.TW,2026-08-26,0.6108,1.1835,0.1018,0.1963,0.757,0.1662,0.2139,0.4477,0.167
1709,和益化學工業股份有限公司,TWSE,1709.TW,2026-08-26,0.5504,2.8194,0.0932,0.3286,1.5771,0.2681,0.2995,0.6603,0.2278
1710,東聯化學股份有限公司,TWSE,1710.TW,2026-08-26,1.1623,0.6875,0.1802,0.5493,0.2567,0.4382,0.5055,0.0114,0.3742
1711,臺灣永光化學工業股份有限公司,TWSE,1711.TW,2026-08-26,1.3581,-0.442,0.208,1.0887,0.5526,0.8537,1.0883,0.3456,0.7883
1712,興農股份有限公司,TWSE,1712.TW,2026-08-26,-0.0406,0.1095,0.0092,-0.0189,-0.1966,0.0004,-0.0146,0.0093,0.0046
1713,國泰化工廠股份有限公司,TWSE,1713.TW,2026-08-26,0.2265,-0.2413,0.0472,0.2807,-0.1445,0.2312,0.3244,-0.3218,0.2455
1714,和桐化學股份有限公司,TWSE,1714.TW,2026-08-26,0.6788,2.5157,0.1115,0.5087,0.9923,0.4069,0.4061,0.6227,0.3036
1717,長興材料工業股份有限公司,TWSE,1717.TW,2026-08-26,1.2112,-0.4976,0.1871,1.1379,-0.2538,0.8916,1.1852,-0.115,0.8571
1718,中國人造纖維股份有限公司,TWSE,1718.TW,2026-08-26,0.4783,1.9043,0.083,0.247,0.9251,0.2053,0.2497,0.4426,0.1924
1720,生達化學製藥股份有限公司,TWSE,1720.TW,2026-08-26,0.0327,0.2308,0.0196,0.0388,0.0107,0.0449,0.0603,0.1135,0.0578
1721,國慶科技股份有限公司,TWSE,1721.TW,2026-08-26,1.1128,-1.361,0.1731,0.849,0.0299,0.669,0.7705,0.1341,0.5625
1722,台灣肥料股份有限公司,TWSE,1722.TW,2026-08-26,0.1568,-0.0534,0.0373,0.0474,0.0088,0.0515,0.0617,-0.1394,0.0588
1723,中鋼碳素化學股份有限公司,TWSE,1723.TW,2026-08-26,0.1465,0.331,0.0358,-0.0445,0.6688,-0.0193,0.012,0.1376,0.0235
1725,元禎企業股份有限公司,TWSE,1725.TW,2026-08-26,0.6909,0.0432,0.1132,0.5705,0.0333,0.4545,0.5749,-0.1906,0.4235
1726,永記造漆工業股份有限公司,TWSE,1726.TW,2026-08-26,-0.0294,0.2296,0.0108,0.0321,0.1328,0.0397,0.0463,0.0587,0.0479
1727,臺灣中華化學工業股份有限公司,TWSE,1727.TW,2026-08-26,1.2167,0.0341,0.1879,1.073,0.9339,0.8416,1.0683,0.3222,0.7741
